Cust Name,Cust State,Customer ID,Customer Type,Emp ID,Employee Job Title,Employee Name,Order Date,Order Num,Order Type,Prod Category,Prod Name,Prod Number,Sales Region,Discount,Order Total,Price,Quantity
Delaney Mitham,Missouri,2658,Individual,900010859,Sales Representative,Nick Chen,16/10/2022,1109714,Retail,Mineral water,Mineral Water - Cranberry - 32oz - case,MW272,S Central East,0,125.94,20.99,6
Francoise Langelaan,Massachusetts,1438,Individual,900015961,Sales Associate III,Wynona Smith,16/10/2022,1109715,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,Northeast,0,39.04,19.52,2
Kirlin Inc,Virginia,2898,Business,900019273,Sales Representative,Michelle Howard,17/10/2022,1109716,Wholesale,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,Central East,0.04,1708.82,14.99,114
Raynor Inc,Alaska,1338,Business,900011212,Senior Sales Representative,Tricia Adams,17/10/2022,1109717,Wholesale,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,Northwest,0.14,2173.41,14.99,145
Brandea Adamsson,Kentucky,1590,Individual,900012995,Senior Sales Representative,Brenda Johnson,17/10/2022,1109718,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Central East,0,33.98,16.99,2
Niles Aaron,Maryland,3010,Individual,900012995,Senior Sales Representative,Brenda Johnson,17/10/2022,1109719,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,Central East,0,19.52,19.52,1
Silvester Siseland,Louisiana,3743,Individual,900012203,Sales Associate I,Christen Barrett,17/10/2022,1109720,Retail,Fitness,Battle rope - 2 inch,FT871,S Central East,0,120.25,120.25,1
Torin Jacomb,Iowa,3886,Individual,900010428,Sales Representative,Cory Hall,17/10/2022,1109721,Retail,Fitness,Slam ball - 10 lb,FT577,N Central East,0,93.9,46.95,2
Padraic Osban,California,3966,Individual,900011079,Sales Representative,Marla Phifer,17/10/2022,1109722,Retail,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,Southwest,0,59.96,14.99,4
Champlin Restaurant Supply,Oklahoma,1136,Business,900012203,Sales Associate I,Christen Barrett,18/10/2022,1109723,Wholesale,Mineral water,Mineral Water - Peach -  20oz - case,MW142,S Central East,0.15,1064.14,14.99,71
Katherine Icom,Michigan,3012,Individual,900012506,Sales Associate V,Lisa Sanchez,18/10/2022,1109724,Retail,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,N Central East,0,29.98,14.99,2
Stan Maro,Pennsylvania,4087,Individual,900016439,Sales Associate IV,Alyssa Jackson,18/10/2022,1109725,Retail,Mineral water,Mineral Water - Peach -  20oz - case,MW142,Northeast,0,59.96,14.99,4
Lauren Le Pine,New Jersey,3637,Individual,900016439,Sales Associate IV,Alyssa Jackson,18/10/2022,1109726,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,Northeast,0,29.2,14.6,2
Veronica McFee,Michigan,2900,Individual,900012746,Senior Sales Representative,Becky Allen,18/10/2022,1109727,Retail,Supplements,Multivitamin - 180 capsules,SP120,N Central East,0,55,27.5,2
Lavena Hacard,Tennessee,1834,Individual,900012995,Senior Sales Representative,Brenda Johnson,18/10/2022,1109728,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,Central East,0,32.65,32.65,1
Roselin Coupland,Texas,3634,Individual,900012203,Sales Associate I,Christen Barrett,18/10/2022,1109729,Retail,Supplements,Iron 65 mg - 150 capsules,SP602,S Central East,0,6.95,6.95,1
Angelo Widdup,Minnesota,2637,Individual,900010428,Sales Representative,Cory Hall,18/10/2022,1109730,Retail,Fitness,Slam ball - 15 lb,FT589,N Central East,0,49.95,49.95,1
Wynne Dalliwater,Florida,2582,Individual,900016625,Sales Representative,Marshal Alexander,18/10/2022,1109731,Retail,Fitness,Slam ball - 15 lb,FT589,Southeast,0,49.95,49.95,1
Yolane Vatcher,Texas,2672,Individual,900016320,Sales Associate II,Paul Turner,18/10/2022,1109732,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central East,0,12.99,12.99,1
Chelsy Collop,Pennsylvania,3037,Individual,900014621,Sales Associate II,Shantel Francis,18/10/2022,1109733,Retail,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,Northeast,0,29.98,14.99,2
Parisian LLC,District of Columbia,3636,Business,900013649,Senior Sales Representative,John Ashwin,18/10/2022,1109734,Wholesale,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,Central East,0.07,2158.49,14.99,144
Cummings LLC,Delaware,2174,Business,900018213,Senior Sales Representative,Tony Hendricks,19/10/2022,1109735,Wholesale,Mineral water,Mineral Water - Raspberry - 32oz - case,MW252,Central East,0.05,2539.74,20.99,121
Dorian Softley,Ohio,4077,Individual,900012746,Senior Sales Representative,Becky Allen,19/10/2022,1109736,Retail,Mineral water,Mineral Water - Strawberry -  20oz - case,MW162,N Central East,0,29.98,14.99,2
Darci Babber,California,4040,Individual,900017067,Senior Sales Representative,Christy Beedom,19/10/2022,1109737,Retail,Mineral water,Mineral Water - Cranberry - 32oz - case,MW272,Southwest,0,62.97,20.99,3
Mella Duffell,California,3977,Individual,900010898,Sales Associate II,Dana Hart,19/10/2022,1109738,Retail,Mineral water,Mineral Water - Strawberry - 32oz - case,MW262,Southwest,0,62.97,20.99,3
Ambrosi Antoinet,Texas,3715,Individual,900018483,Senior Sales Associate,Kendra Morales,19/10/2022,1109739,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,S Central East,0,8.99,8.99,1
Stormie Gwilym,Florida,1206,Individual,900013410,Sales Associate III,Kristen Phillips,19/10/2022,1109740,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,Southeast,0,19.52,19.52,1
Remy Rehm,Wisconsin,2585,Individual,900015499,Senior Sales Associate,Lauren Skip,19/10/2022,1109741,Retail,Supplements,Iron 65 mg - 80 capsules,SP202,N Central East,0,4.75,4.75,1
Fredrika Steers,Ohio,2348,Individual,900015499,Senior Sales Associate,Lauren Skip,19/10/2022,1109742,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,N Central East,0,67.05,22.35,3
Selia Risdale,Utah,2062,Individual,900012281,Sales Associate I,Logan Augur,19/10/2022,1109743,Retail,Supplements,Iron 65 mg - 80 capsules,SP202,S Central West,0,9.5,4.75,2
Ginnie Halgarth,Virginia,2404,Individual,900019273,Sales Representative,Michelle Howard,19/10/2022,1109744,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Central East,0,26.9,13.45,2
Jo ann Murden,District of Columbia,3947,Individual,900019273,Sales Representative,Michelle Howard,19/10/2022,1109745,Retail,Supplements,"Vitamin A 10,000 IU - 75 capsules",SP604,Central East,0,6.85,6.85,1
Godfree Reside,Louisiana,1883,Individual,900010859,Sales Representative,Nick Chen,19/10/2022,1109746,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,S Central East,0,22.35,22.35,1
Betty Petheridge,Michigan,2994,Individual,900018684,Sales Associate IV,Vincent Wright,19/10/2022,1109747,Retail,Fitness,Insulated water bottle - 40oz - Green,FT682,N Central East,0,57.58,28.79,2
Haroun Philpot,Kentucky,2042,Individual,900010453,Senior Sales Representative,Sean Fetterman,19/10/2022,1109748,Retail,Fitness,Insulated water bottle - 40oz - Purple,FT344,Central East,0,28.79,28.79,1
Funk Inc,Texas,2169,Business,900012203,Sales Associate I,Christen Barrett,20/10/2022,1109749,Wholesale,Supplements,Multivitamin - 90 capsules,SP601,S Central East,0.08,2378.68,18.44,129
Deborah Hachette,Wisconsin,1653,Individual,900012283,Sales Associate,Nicole Hansen,20/10/2022,1109750,Retail,Fitness,Slam ball - 5 lb,FT280,N Central East,0,43.95,43.95,1
Jeniffer Bernaert,Ohio,1989,Individual,900012506,Sales Associate V,Lisa Sanchez,20/10/2022,1109751,Retail,Fitness,Yoga ball - 55cm,FT609,N Central East,0,20.79,20.79,1
Tommy Pickworth,North Carolina,1941,Individual,900019273,Sales Representative,Michelle Howard,20/10/2022,1109752,Retail,Mineral water,Mineral Water - Raspberry - 32oz - case,MW252,Central East,0,41.98,20.99,2
Joly Avann,Florida,2534,Individual,900019334,Sales Associate I,Mitch White,20/10/2022,1109753,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Southeast,0,16.99,16.99,1
Giusto Dykes,New Hampshire,1550,Individual,900015105,Sales Representative,Sharla Campbell,20/10/2022,1109754,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Northeast,0,44.7,22.35,2
Freeland Sharple,Texas,2759,Individual,900012203,Sales Associate I,Christen Barrett,21/10/2022,1109755,Retail,Fitness,Resistance bands - 30 lb,FT530,S Central East,0,12.99,12.99,1
Hauck Group,Texas,1515,Business,900012203,Sales Associate I,Christen Barrett,21/10/2022,1109756,Retail,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,S Central East,0,2143.57,14.99,143
The Lakehouse Restaurant,Texas,2375,Business,900016320,Sales Associate II,Paul Turner,21/10/2022,1109757,Wholesale,Supplements,Multivitamin - 90 capsules,SP601,S Central East,0.06,2028.34,18.44,110
Bryanty Issit,Alabama,3750,Individual,900012349,Sales Associate I,Steve Gordon,21/10/2022,1109758,Retail,Fitness,Resistance bands - 10 lb,FT727,Southeast,0,10.99,10.99,1
Enrique Hynard,Ohio,2504,Individual,900010428,Sales Representative,Cory Hall,21/10/2022,1109759,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,N Central East,0,62.97,20.99,3
Gelya Elner,Arizona,3294,Individual,900012281,Sales Associate I,Logan Augur,21/10/2022,1109760,Retail,Supplements,Vitamin D3 1000 IU - 100 capsules,SP204,S Central West,0,6.99,6.99,1
Chauncey Lawful,Texas,2025,Individual,900010859,Sales Representative,Nick Chen,21/10/2022,1109761,Retail,Supplements,Multivitamin - 120 capsules,SP303,S Central East,0,21.6,21.6,1
Elroy Anfonsi,Florida,3883,Individual,900016625,Sales Representative,Marshal Alexander,21/10/2022,1109762,Retail,Fitness,Slam ball - 5 lb,FT280,Southeast,0,43.95,43.95,1
Aguste Olanda,Pennsylvania,1545,Individual,900016439,Sales Associate IV,Alyssa Jackson,22/10/2022,1109763,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,Northeast,0,62.97,20.99,3
Lilyan Nannizzi,Washington,1190,Individual,900013610,Sales Associate I,Sue Nguyen,22/10/2022,1109764,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Northwest,0,33.98,16.99,2
Don Huddart,Florida,2740,Individual,900015003,Sales Associate III,Cynthia Cash,22/10/2022,1109765,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Southeast,0,13.45,13.45,1
Wilt Clampton,Tennessee,3524,Individual,900013649,Senior Sales Representative,John Ashwin,22/10/2022,1109766,Retail,Fitness,Slam ball - 25 lb,FT139,Central East,0,55.95,55.95,1
Killy Balentyne,Utah,3024,Individual,900015696,Sales Associate I,Greg Wood,22/10/2022,1109767,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central West,0,38.97,12.99,3
Levon Bhatia,Oklahoma,1307,Individual,900019019,Senior Sales Associate,Tiffany Cooper,23/10/2022,1109768,Retail,Mineral water,Mineral Water - Lemon - 32oz - case,MW222,S Central East,0,20.99,20.99,1
Ewan Skerrett,Washington,2933,Individual,900013610,Sales Associate I,Sue Nguyen,23/10/2022,1109769,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Northwest,0,16.99,16.99,1
Gwyneth Goodere,Nebraska,3987,Individual,900016111,Sales Associate I,Edward Loveless,23/10/2022,1109770,Retail,Supplements,Calcium 400 IU - 140 tablets,SP201,N Central West,0,25.98,12.99,2
Waylan Waison,Iowa,3416,Individual,900015499,Senior Sales Associate,Lauren Skip,23/10/2022,1109771,Retail,Fitness,Insulated water bottle - 24oz - Grey,FT434,N Central East,0,19.99,19.99,1
Idalia Arnowitz,Colorado,2002,Individual,900012281,Sales Associate I,Logan Augur,23/10/2022,1109772,Retail,Mineral water,Mineral Water - Orange -  20oz - case,MW132,S Central West,0,44.97,14.99,3
Gabrielle Willans,Oregon,2398,Individual,900016415,Sales Representative,Marsha Green,23/10/2022,1109773,Retail,Supplements,Multivitamin - 120 capsules,SP303,Northwest,0,43.2,21.6,2
Gerlach Inc,Wisconsin,3721,Business,900012506,Sales Associate V,Lisa Sanchez,24/10/2022,1109774,Wholesale,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,N Central East,0.03,1498.97,14.99,100
Eva Goretti,Connecticut,3211,Individual,900016439,Sales Associate IV,Alyssa Jackson,24/10/2022,1109775,Retail,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,Northeast,0,59.96,14.99,4
Lesli Ormes,Illinois,3941,Individual,900012746,Senior Sales Representative,Becky Allen,24/10/2022,1109776,Retail,Supplements,Multivitamin - 180 capsules,SP120,N Central East,0,110,27.5,4
Ediva Kenford,Louisiana,3001,Individual,900012203,Sales Associate I,Christen Barrett,24/10/2022,1109777,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,S Central East,0,13.45,13.45,1
Letitia Geare,Texas,2039,Individual,900018712,Sales Associate II,Dru Clingman,24/10/2022,1109778,Retail,Supplements,Multivitamin - 180 capsules,SP120,S Central East,0,27.5,27.5,1
Gennie Kinge,California,2302,Individual,900019856,Sales Associate I,Henry Rodriguez,24/10/2022,1109779,Retail,Supplements,Vitamin B-complex - 100 capsules,SP125,Southwest,0,13.45,13.45,1
Ring Potticary,Florida,3910,Individual,900019334,Sales Associate I,Mitch White,24/10/2022,1109780,Retail,Fitness,Resistance bands - 30 lb,FT530,Southeast,0,12.99,12.99,1
Chuck Handy,Colorado,1558,Individual,900020001,Sales Representative,Morten Shivers,24/10/2022,1109781,Retail,Fitness,Slam ball - 15 lb,FT589,S Central West,0,49.95,49.95,1
Kelley Garrold,Indiana,2022,Individual,900018684,Sales Associate IV,Vincent Wright,24/10/2022,1109782,Retail,Mineral water,Mineral Water - Lemon -  20oz - case,MW122,N Central East,0,29.98,14.99,2
Car Vasyutin,Indiana,1454,Individual,900018684,Sales Associate IV,Vincent Wright,24/10/2022,1109783,Retail,Supplements,Vitamin B-complex - 200 capsules,SP607,N Central East,0,24.1,24.1,1
Free Stebbings,Virginia,2604,Individual,900014055,Sales Associate II,Daniel Phillips,24/10/2022,1109784,Retail,Fitness,Resistance bands - 50 lb,FT258,Central East,0,14.99,14.99,1
Duffie Wolton,California,1239,Individual,900017067,Senior Sales Representative,Christy Beedom,25/10/2022,1109785,Retail,Fitness,Insulated water bottle - 40oz - Blue,FT174,Southwest,0,28.79,28.79,1
Glenine Bruniges,North Carolina,3331,Individual,900013649,Senior Sales Representative,John Ashwin,25/10/2022,1109786,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,Central East,0,24.98,12.49,2
Nanny Olsson,Nevada,2865,Individual,900019907,Sales Associate I,Lorrie Ellison,25/10/2022,1109787,Retail,Fitness,Insulated water bottle - 40oz - Green,FT682,Southwest,0,28.79,28.79,1
Sharai Sigg,Georgia,3594,Individual,900019334,Sales Associate I,Mitch White,25/10/2022,1109788,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Southeast,0,12.99,12.99,1
Rogahn Group,Washington,2716,Business,900013610,Sales Associate I,Sue Nguyen,26/10/2022,1109789,Retail,Mineral water,Mineral Water - Raspberry - 32oz - case,MW252,Northwest,0,2917.61,20.99,139
Hauck Group,Texas,1515,Business,900012203,Sales Associate I,Christen Barrett,26/10/2022,1109790,Retail,Mineral water,Mineral Water - Peach -32oz - case,MW242,S Central East,0,2266.92,20.99,108
Gibson Group,Texas,3408,Business,900016320,Sales Associate II,Paul Turner,26/10/2022,1109791,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,S Central East,0,4451.38,16.99,262
Powlowski Group,Florida,3672,Business,900019334,Sales Associate I,Mitch White,26/10/2022,1109792,Wholesale,Mineral water,Mineral Water - Mango - 32oz - case,MW282,Southeast,0.01,1616.22,20.99,77
Charmine Eyers,Texas,2863,Individual,900019019,Senior Sales Associate,Tiffany Cooper,26/10/2022,1109793,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central East,0,12.99,12.99,1
Nata Cockett,Virginia,2215,Individual,900018213,Senior Sales Representative,Tony Hendricks,26/10/2022,1109794,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Central East,0,12.99,12.99,1
Mordy Braunston,New York,1598,Individual,900016439,Sales Associate IV,Alyssa Jackson,26/10/2022,1109795,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Northeast,0,64.95,12.99,5
Darius McQuaid,Georgia,1633,Individual,900015003,Sales Associate III,Cynthia Cash,26/10/2022,1109796,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Southeast,0,64.95,12.99,5
Legra Domenget,Arizona,2535,Individual,900012320,Sales Associate,Mary Hamilton,26/10/2022,1109797,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,S Central West,0,67.96,16.99,4
Crosby Cowland,Arizona,1985,Individual,900012320,Sales Associate,Mary Hamilton,26/10/2022,1109798,Retail,Supplements,Vitamin C-1000 mg - 80 tablets,SP306,S Central West,0,28.47,9.49,3
Allsun Hattersley,Nebraska,2956,Individual,900016111,Sales Associate I,Edward Loveless,26/10/2022,1109799,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,N Central West,0,12.49,12.49,1
Glad Crozier,California,2032,Individual,900019856,Sales Associate I,Henry Rodriguez,26/10/2022,1109800,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,Southwest,0,97.95,32.65,3
Eziechiele Grindlay,California,3914,Individual,900019907,Sales Associate I,Lorrie Ellison,26/10/2022,1109801,Retail,Supplements,Iron 65 mg - 150 capsules,SP602,Southwest,0,6.95,6.95,1
Livvy Arthey,Kentucky,2911,Individual,900019273,Sales Representative,Michelle Howard,26/10/2022,1109802,Retail,Supplements,Vitamin D3 1000 IU - 160 capsules,SP609,Central East,0,8.99,8.99,1
Ingram Weddeburn - Scrimgeour,Pennsylvania,3341,Individual,900014621,Sales Associate II,Shantel Francis,26/10/2022,1109803,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,Northeast,0,12.49,12.49,1
Boyer Inc,Florida,2948,Business,900015003,Sales Associate III,Cynthia Cash,27/10/2022,1109804,Wholesale,Mineral water,Mineral Water - Mango - 32oz - case,MW282,Southeast,0.12,881.46,20.99,42
Dierdre Wagg,Georgia,3393,Individual,900015003,Sales Associate III,Cynthia Cash,27/10/2022,1109805,Retail,Fitness,Yoga ball - 55cm,FT609,Southeast,0,20.79,20.79,1
Vivienne Krolle,California,3680,Individual,900010898,Sales Associate II,Dana Hart,27/10/2022,1109806,Retail,Fitness,Yoga ball - 55cm,FT609,Southwest,0,20.79,20.79,1
Letitia Geare,Texas,2039,Individual,900018712,Sales Associate II,Dru Clingman,27/10/2022,1109807,Retail,Fitness,Yoga ball - 65cm,FT485,S Central East,0,22.79,22.79,1
Nicolai Wardrop,Michigan,2221,Individual,900012283,Sales Associate,Nicole Hansen,27/10/2022,1109808,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,N Central East,0,12.99,12.99,1
Garret Pritchett,Mississippi,1286,Individual,900010859,Sales Representative,Nick Chen,27/10/2022,1109809,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,S Central East,0,16.99,16.99,1
Sal Locock,Connecticut,2191,Individual,900015105,Sales Representative,Sharla Campbell,27/10/2022,1109810,Retail,Mineral water,Mineral Water - Cranberry -  20oz - case,MW172,Northeast,0,29.98,14.99,2
Minnnie Wilbraham,California,1229,Individual,900019856,Sales Associate I,Henry Rodriguez,27/10/2022,1109811,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Southwest,0,67.96,16.99,4
Arabelle Breewood,Oklahoma,1666,Individual,900018712,Sales Associate II,Dru Clingman,27/10/2022,1109812,Retail,Fitness,Yoga ball - 45cm,FT467,S Central East,0,35.98,17.99,2
Lebsack LLC,Virginia,2004,Business,900014055,Sales Associate II,Daniel Phillips,28/10/2022,1109813,Wholesale,Supplements,Multivitamin - 120 capsules,SP303,Central East,0.11,3218.29,21.6,149
Aurelie McGeorge,Illinois,2694,Individual,900012746,Senior Sales Representative,Becky Allen,28/10/2022,1109814,Retail,Mineral water,Mineral Water - Cranberry - 32oz - case,MW272,N Central East,0,62.97,20.99,3
Carmelia Badder,Ohio,3521,Individual,900010428,Sales Representative,Cory Hall,28/10/2022,1109815,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,N Central East,0,67.96,16.99,4
Rodi Barff,Texas,2584,Individual,900018483,Senior Sales Associate,Kendra Morales,28/10/2022,1109816,Retail,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,S Central East,0,89.94,14.99,6
Lily O'Reilly,Florida,4062,Individual,900016625,Sales Representative,Marshal Alexander,28/10/2022,1109817,Retail,Supplements,Calcium 400 IU - 140 tablets,SP201,Southeast,0,12.99,12.99,1
Nitzsche LLC,Texas,2541,Business,900018483,Senior Sales Associate,Kendra Morales,29/10/2022,1109818,Retail,Mineral water,Mineral Water - Raspberry -  20oz - case,MW152,S Central East,0,1349.1,14.99,90
Hahn LLC,District of Columbia,2146,Business,900012995,Senior Sales Representative,Brenda Johnson,29/10/2022,1109819,Wholesale,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Central East,0.15,2052.27,12.99,158
Georgy Claiton,Oregon,1610,Individual,900013610,Sales Associate I,Sue Nguyen,29/10/2022,1109820,Retail,Supplements,Magnesium 250 mg - 100 tablets,SP123,Northwest,0,44.7,22.35,2
Doro Elnor,Illinois,4016,Individual,900010428,Sales Representative,Cory Hall,29/10/2022,1109821,Retail,Supplements,Multivitamin - 180 capsules,SP120,N Central East,0,82.5,27.5,3
Montague Wherry,Florida,1712,Individual,900015003,Sales Associate III,Cynthia Cash,29/10/2022,1109822,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,Southeast,0,29.2,14.6,2
Anneliese Wingar,Tennessee,3618,Individual,900014055,Sales Associate II,Daniel Phillips,29/10/2022,1109823,Retail,Supplements,Vitamin B-complex - 160 capsules,SP203,Central East,0,39.04,19.52,2
Sid Virgo,Colorado,3955,Individual,900017953,Sales Associate I,Carrie Jordan,29/10/2022,1109824,Retail,Supplements,Vitamin C-1000 mg - 140 tablets,SP126,S Central West,0,14.6,14.6,1
Ethelyn Paula,Utah,1845,Individual,900012320,Sales Associate,Mary Hamilton,29/10/2022,1109825,Retail,Supplements,Iron 65 mg - 80 capsules,SP202,S Central West,0,4.75,4.75,1
Joly Avann,Florida,2534,Individual,900019334,Sales Associate I,Mitch White,29/10/2022,1109826,Retail,Supplements,Multivitamin - 90 capsules,SP601,Southeast,0,18.44,18.44,1
Jillane McKirton,Missouri,1882,Individual,900016320,Sales Associate II,Paul Turner,29/10/2022,1109827,Retail,Fitness,Insulated water bottle - 40oz - Green,FT682,S Central East,0,28.79,28.79,1
Kessler Group,Florida,2747,Business,900016625,Sales Representative,Marshal Alexander,29/10/2022,1109828,Wholesale,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,Southeast,0.05,2203.48,14.99,147
Goyette Group,Ohio,4052,Business,900012283,Sales Associate,Nicole Hansen,30/10/2022,1109829,Wholesale,Mineral water,Mineral Water - Natural -  32oz - case,MW202,N Central East,0.07,5011.98,16.99,295
Louie Phetteplace,Massachusetts,1637,Individual,900016439,Sales Associate IV,Alyssa Jackson,30/10/2022,1109830,Retail,Fitness,Slam ball - 20 lb,FT358,Northeast,0,105.9,52.95,2
Raviv Seager,New York,1221,Individual,900016439,Sales Associate IV,Alyssa Jackson,30/10/2022,1109831,Retail,Fitness,Yoga ball - 65cm,FT485,Northeast,0,22.79,22.79,1
Burch Veall,Kentucky,2739,Individual,900019273,Sales Representative,Michelle Howard,30/10/2022,1109832,Retail,Fitness,Yoga mat - 4mm,FT962,Central East,0,24.99,24.99,1
Ellette Kondratowicz,Texas,1488,Individual,900010859,Sales Representative,Nick Chen,30/10/2022,1109833,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,S Central East,0,38.97,12.99,3
Regine Tobias,New York,3990,Individual,900015105,Sales Representative,Sharla Campbell,30/10/2022,1109834,Retail,Supplements,Multivitamin - 180 capsules,SP120,Northeast,0,27.5,27.5,1
Corny Baroch,New York,1253,Individual,900015961,Sales Associate III,Wynona Smith,30/10/2022,1109835,Retail,Supplements,Magnesium 250 mg - 160 tablets,SP305,Northeast,0,65.3,32.65,2
Tillman LLC,South Carolina,1238,Business,900019334,Sales Associate I,Mitch White,30/10/2022,1109836,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,Southeast,0,2769.37,16.99,163
Homenick Group,Texas,1425,Business,900016320,Sales Associate II,Paul Turner,31/10/2022,1109837,Wholesale,Supplements,Magnesium 250 mg - 160 tablets,SP305,S Central East,0.05,3428.2,32.65,105
Ferdinand Beranek,New York,2704,Individual,900016439,Sales Associate IV,Alyssa Jackson,31/10/2022,1109838,Retail,Fitness,Kettlebell - 20 lb,FT981,Northeast,0,59.99,59.99,1
Maritsa MacCaughan,Wisconsin,1207,Individual,900012506,Sales Associate V,Lisa Sanchez,31/10/2022,1109839,Retail,Mineral water,Mineral Water - Orange - 32oz - case,MW232,N Central East,0,20.99,20.99,1
Ring Potticary,Florida,3910,Individual,900019334,Sales Associate I,Mitch White,31/10/2022,1109840,Retail,Supplements,"Vitamin A 10,000 IU - 75 capsules",SP604,Southeast,0,6.85,6.85,1
Christan Winston,Florida,2214,Individual,900016625,Sales Representative,Marshal Alexander,31/10/2022,1109841,Retail,Supplements,Vitamin B-complex - 200 capsules,SP607,Southeast,0,48.2,24.1,2
Tanya Annies,Oregon,1431,Individual,900016415,Sales Representative,Marsha Green,31/10/2022,1109842,Retail,Fitness,Insulated water bottle - 24oz - Pink,FT172,Northwest,0,19.99,19.99,1
Hane LLC,Minnesota,3222,Business,900018684,Sales Associate IV,Vincent Wright,01/11/2022,1109843,Wholesale,Fitness,Yoga ball - 65cm,FT485,N Central East,0.02,843.21,22.79,37
Susi Brendeke,New Jersey,4048,Individual,900016439,Sales Associate IV,Alyssa Jackson,01/11/2022,1109844,Retail,Mineral water,Mineral Water - Blueberry -  20oz - case,MW112,Northeast,0,14.99,14.99,1
Selinda Bushnell,Texas,2378,Individual,900012203,Sales Associate I,Christen Barrett,01/11/2022,1109845,Retail,Mineral water,Mineral Water - Natural -  32oz - case,MW202,S Central East,0,67.96,16.99,4
Ezequiel Blakeden,Kentucky,1551,Individual,900014055,Sales Associate II,Daniel Phillips,01/11/2022,1109846,Retail,Supplements,Calcium 400 IU - 200 tablets,SP603,Central East,0,50.97,16.99,3
Hannie Furnival,Texas,4025,Individual,900010859,Sales Representative,Nick Chen,01/11/2022,1109847,Retail,Supplements,Multivitamin - 120 capsules,SP303,S Central East,0,21.6,21.6,1
Nicolais Yerson,Indiana,1601,Individual,900018684,Sales Associate IV,Vincent Wright,01/11/2022,1109848,Retail,Fitness,Yoga ball - 65cm,FT485,N Central East,0,22.79,22.79,1
Herzog Inc,Washington,2700,Business,900011212,Senior Sales Representative,Tricia Adams,02/11/2022,1109849,Wholesale,Fitness,Insulated water bottle - 40oz - Pink,FT644,Northwest,0.12,2850.09,28.79,99
Betsy Buncombe,Alabama,1798,Individual,900012349,Sales Associate I,Steve Gordon,02/11/2022,1109850,Retail,Mineral water,Mineral Water - Natural - 20oz - case,MW102,Southeast,0,38.97,12.99,3
Zorah Sarrell,North Carolina,1226,Individual,900014055,Sales Associate II,Daniel Phillips,02/11/2022,1109851,Retail,Supplements,Flaxseed Oil 1000mg - 90 capsules,SP304,Central East,0,12.49,12.49,1
